"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalPersonenInHuishoudens_1";"TotaalInParticuliereHuishoudens_2";"ThuiswonendKind_3";"Alleenstaand_4";"TotaalSamenwonendePersonen_5";"PartnerInNietGehuwdPaarZonderKi_6";"PartnerInGehuwdPaarZonderKinderen_7";"PartnerInNietGehuwdPaarMetKinderen_8";"PartnerInGehuwdPaarMetKinderen_9";"OuderInEenouderhuishouden_10";"OverigLidHuishouden_11";"PersonenInInstitutioneleHuishoudens_12"
"298177";"T001038";"71800";"PV26  ";"2002JJ00";"   10754";"    8248";"       0";"    5447";"    2243";"     197";"    1991";"       2";"      53";"     258";"     300";"    2506"
"298178";"T001038";"71800";"PV26  ";"2003JJ00";"   10831";"    8360";"       0";"    5582";"    2216";"     197";"    1959";"       2";"      58";"     251";"     311";"    2471"
"298179";"T001038";"71800";"PV26  ";"2004JJ00";"   10749";"    8266";"       0";"    5521";"    2219";"     175";"    1970";"       2";"      72";"     253";"     273";"    2483"
"298180";"T001038";"71800";"PV26  ";"2005JJ00";"   10979";"    8534";"       0";"    5658";"    2347";"     181";"    2092";"       4";"      70";"     256";"     273";"    2445"
"298181";"T001038";"71800";"PV26  ";"2006JJ00";"   11602";"    9224";"       0";"    6026";"    2623";"     184";"    2359";"       3";"      77";"     271";"     304";"    2378"
"298182";"T001038";"71800";"PV26  ";"2007JJ00";"   12155";"    9767";"       0";"    6257";"    2933";"     199";"    2642";"       5";"      87";"     272";"     305";"    2388"
"298183";"T001038";"71800";"PV26  ";"2008JJ00";"   12805";"   10391";"       0";"    6577";"    3210";"     197";"    2924";"       5";"      84";"     270";"     334";"    2414"
"298184";"T001038";"71800";"PV26  ";"2009JJ00";"   13416";"   10932";"       0";"    6909";"    3398";"     178";"    3124";"       8";"      88";"     282";"     343";"    2484"
"298185";"T001038";"71800";"PV26  ";"2010JJ00";"   13877";"   11420";"       0";"    7238";"    3593";"     211";"    3278";"      12";"      92";"     264";"     325";"    2457"
"298186";"T001038";"71800";"PV26  ";"2011JJ00";"   14309";"   11845";"       0";"    7432";"    3750";"     182";"    3432";"       7";"     129";"     319";"     344";"    2464"
"298187";"T001038";"71800";"PV26  ";"2012JJ00";"   14569";"   12159";"       0";"    7572";"    3923";"     194";"    3592";"       6";"     131";"     346";"     318";"    2410"
"298188";"T001038";"71800";"PV26  ";"2013JJ00";"   14823";"   12423";"       0";"    7615";"    4153";"     201";"    3812";"      11";"     129";"     344";"     311";"    2400"
"298189";"T001038";"71800";"PV26  ";"2014JJ00";"   15059";"   12444";"       0";"    7436";"    4339";"     208";"    3982";"      13";"     136";"     337";"     332";"    2615"
"298190";"T001038";"71800";"PV26  ";"2015JJ00";"   15337";"   12940";"       0";"    7783";"    4510";"     230";"    4141";"      12";"     127";"     331";"     316";"    2397"
"298191";"T001038";"71800";"PV26  ";"2016JJ00";"   15595";"   13232";"       0";"    8015";"    4585";"     228";"    4208";"      13";"     136";"     348";"     284";"    2363"
"298192";"T001038";"71800";"PV26  ";"2017JJ00";"   15826";"   13597";"       0";"    8140";"    4822";"     223";"    4434";"      14";"     151";"     330";"     305";"    2229"
"298193";"T001038";"71800";"PV26  ";"2018JJ00";"   16254";"   13997";"       0";"    8277";"    5077";"     229";"    4671";"       8";"     169";"     336";"     307";"    2257"
"298194";"T001038";"71800";"PV26  ";"2019JJ00";"   16905";"   14645";"       0";"    8653";"    5323";"     220";"    4923";"      11";"     169";"     369";"     300";"    2260"
"298195";"T001038";"71800";"PV26  ";"2020JJ00";"   17358";"   15026";"       0";"    8750";"    5612";"     249";"    5165";"      16";"     182";"     384";"     280";"    2332"
"298196";"T001038";"71800";"PV26  ";"2021JJ00";"   17588";"   15349";"       0";"    8924";"    5771";"     268";"    5314";"      18";"     171";"     362";"     292";"    2239"
"298197";"T001038";"71800";"PV26  ";"2022JJ00";"   17942";"   15617";"       0";"    9066";"    5913";"     275";"    5453";"      10";"     175";"     368";"     270";"    2325"
"298198";"T001038";"71800";"PV26  ";"2023JJ00";"   18274";"   15871";"       0";"    9083";"    6118";"     301";"    5619";"      13";"     185";"     378";"     292";"    2403"
"298199";"T001038";"71800";"PV26  ";"2024JJ00";"   19022";"   16562";"       0";"    9298";"    6566";"     352";"    5988";"      16";"     210";"     368";"     330";"    2460"
"298200";"T001038";"71800";"PV27  ";"2000JJ00";"   26606";"   19854";"       0";"   13459";"    5271";"     586";"    4517";"       9";"     159";"     596";"     528";"    6752"
"298201";"T001038";"71800";"PV27  ";"2001JJ00";"   26492";"   19865";"       0";"   13480";"    5330";"     579";"    4572";"      15";"     164";"     553";"     502";"    6627"
"298202";"T001038";"71800";"PV27  ";"2002JJ00";"   26780";"   20247";"       0";"   13771";"    5391";"     512";"    4698";"      13";"     168";"     553";"     532";"    6533"
"298203";"T001038";"71800";"PV27  ";"2003JJ00";"   26860";"   20540";"       0";"   13901";"    5540";"     504";"    4844";"       9";"     183";"     575";"     524";"    6320"
"298204";"T001038";"71800";"PV27  ";"2004JJ00";"   26706";"   20522";"       0";"   13852";"    5581";"     481";"    4908";"       9";"     183";"     588";"     501";"    6184"
"298205";"T001038";"71800";"PV27  ";"2005JJ00";"   26721";"   20720";"       0";"   13912";"    5730";"     479";"    5049";"       5";"     197";"     567";"     511";"    6001"
"298206";"T001038";"71800";"PV27  ";"2006JJ00";"   28582";"   22650";"       0";"   15169";"    6408";"     496";"    5709";"       7";"     196";"     605";"     468";"    5932"
"298207";"T001038";"71800";"PV27  ";"2007JJ00";"   30171";"   24209";"       0";"   16168";"    6970";"     483";"    6276";"       4";"     207";"     623";"     448";"    5962"
"298208";"T001038";"71800";"PV27  ";"2008JJ00";"   31409";"   25523";"       0";"   16825";"    7546";"     511";"    6791";"      10";"     234";"     629";"     523";"    5886"
"298209";"T001038";"71800";"PV27  ";"2009JJ00";"   32814";"   26783";"       0";"   17604";"    8020";"     549";"    7240";"       7";"     224";"     631";"     528";"    6031"
"298210";"T001038";"71800";"PV27  ";"2010JJ00";"   34001";"   27922";"       0";"   18221";"    8550";"     533";"    7766";"       3";"     248";"     610";"     541";"    6079"
"298211";"T001038";"71800";"PV27  ";"2011JJ00";"   34077";"   28084";"       0";"   18085";"    8763";"     493";"    8004";"      14";"     252";"     728";"     508";"    5993"
"298212";"T001038";"71800";"PV27  ";"2012JJ00";"   34299";"   28583";"       0";"   18145";"    9192";"     510";"    8420";"      11";"     251";"     731";"     515";"    5716"
"298213";"T001038";"71800";"PV27  ";"2013JJ00";"   34342";"   28858";"       0";"   18151";"    9439";"     510";"    8672";"      13";"     244";"     727";"     541";"    5484"
"298214";"T001038";"71800";"PV27  ";"2014JJ00";"   34646";"   28795";"       0";"   17763";"    9766";"     545";"    8930";"      21";"     270";"     741";"     525";"    5851"
"298215";"T001038";"71800";"PV27  ";"2015JJ00";"   35006";"   29754";"       0";"   18372";"   10121";"     539";"    9286";"      21";"     275";"     742";"     519";"    5252"
"298216";"T001038";"71800";"PV27  ";"2016JJ00";"   35839";"   30716";"       0";"   18865";"   10591";"     540";"    9713";"      23";"     315";"     752";"     508";"    5123"
"298217";"T001038";"71800";"PV27  ";"2017JJ00";"   36355";"   31565";"       0";"   19279";"   11025";"     545";"   10103";"      31";"     346";"     752";"     509";"    4790"
"298218";"T001038";"71800";"PV27  ";"2018JJ00";"   37307";"   32466";"       0";"   19634";"   11562";"     586";"   10582";"      34";"     360";"     754";"     516";"    4841"
"298219";"T001038";"71800";"PV27  ";"2019JJ00";"   37524";"   32785";"       0";"   19827";"   11665";"     579";"   10725";"      25";"     336";"     754";"     539";"    4739"
"298220";"T001038";"71800";"PV27  ";"2020JJ00";"   38349";"   33575";"       0";"   20091";"   12179";"     611";"   11185";"      26";"     357";"     765";"     540";"    4774"
"298221";"T001038";"71800";"PV27  ";"2021JJ00";"   38581";"   34080";"       0";"   20224";"   12565";"     662";"   11488";"      26";"     389";"     755";"     536";"    4501"
"298222";"T001038";"71800";"PV27  ";"2022JJ00";"   39014";"   34717";"       0";"   20453";"   12973";"     698";"   11880";"      31";"     364";"     758";"     533";"    4297"
"298223";"T001038";"71800";"PV27  ";"2023JJ00";"   39568";"   35175";"       0";"   20316";"   13581";"     738";"   12406";"      40";"     397";"     719";"     559";"    4393"
"298224";"T001038";"71800";"PV27  ";"2024JJ00";"   41414";"   36850";"       0";"   21052";"   14501";"     847";"   13194";"      42";"     418";"     709";"     588";"    4564"
"298225";"T001038";"71800";"PV28  ";"2000JJ00";"   38006";"   29493";"       0";"   19609";"    7841";"     746";"    6779";"      34";"     282";"    1006";"    1037";"    8513"
"298226";"T001038";"71800";"PV28  ";"2001JJ00";"   38388";"   29989";"       0";"   19930";"    7938";"     722";"    6904";"      29";"     283";"    1016";"    1105";"    8399"
"298227";"T001038";"71800";"PV28  ";"2002JJ00";"   38430";"   30375";"       0";"   20112";"    8075";"     690";"    7094";"      26";"     265";"     988";"    1200";"    8055"
"298228";"T001038";"71800";"PV28  ";"2003JJ00";"   38098";"   30179";"       0";"   19959";"    8231";"     631";"    7304";"      22";"     274";"     953";"    1036";"    7919"
"298229";"T001038";"71800";"PV28  ";"2004JJ00";"   37360";"   29918";"       0";"   19911";"    8044";"     611";"    7170";"      15";"     248";"     910";"    1053";"    7442"
"298230";"T001038";"71800";"PV28  ";"2005JJ00";"   37266";"   30112";"       0";"   20004";"    8270";"     619";"    7374";"      18";"     259";"     882";"     956";"    7154"
"298231";"T001038";"71800";"PV28  ";"2006JJ00";"   39298";"   32042";"       0";"   21164";"    8989";"     626";"    8090";"      11";"     262";"     906";"     983";"    7256"
"298232";"T001038";"71800";"PV28  ";"2007JJ00";"   41144";"   34103";"       0";"   22465";"    9733";"     610";"    8834";"      11";"     278";"     907";"     998";"    7041"
"298233";"T001038";"71800";"PV28  ";"2008JJ00";"   42358";"   35456";"       0";"   23410";"   10175";"     637";"    9234";"      12";"     292";"     925";"     946";"    6902"
"298234";"T001038";"71800";"PV28  ";"2009JJ00";"   44144";"   37036";"       0";"   24349";"   10766";"     627";"    9797";"       9";"     333";"     933";"     988";"    7108"
"298235";"T001038";"71800";"PV28  ";"2010JJ00";"   45952";"   38646";"       0";"   25267";"   11403";"     715";"   10372";"      12";"     304";"     980";"     996";"    7306"
"298236";"T001038";"71800";"PV28  ";"2011JJ00";"   46441";"   39181";"       0";"   25319";"   11753";"     665";"   10742";"      22";"     324";"    1171";"     938";"    7260"
"298237";"T001038";"71800";"PV28  ";"2012JJ00";"   46875";"   39785";"       0";"   25391";"   12332";"     652";"   11294";"      30";"     356";"    1138";"     924";"    7090"
"298238";"T001038";"71800";"PV28  ";"2013JJ00";"   47176";"   40239";"       0";"   25348";"   12868";"     647";"   11813";"      21";"     387";"    1112";"     911";"    6937"
"298239";"T001038";"71800";"PV28  ";"2014JJ00";"   47760";"   40207";"       0";"   24798";"   13382";"     612";"   12378";"      27";"     365";"    1120";"     907";"    7553"
"298240";"T001038";"71800";"PV28  ";"2015JJ00";"   48624";"   41569";"       0";"   25401";"   14250";"     631";"   13195";"      27";"     397";"    1060";"     858";"    7055"
"298241";"T001038";"71800";"PV28  ";"2016JJ00";"   49775";"   43107";"       0";"   26136";"   15016";"     630";"   13922";"      30";"     434";"    1092";"     863";"    6668"
"298242";"T001038";"71800";"PV28  ";"2017JJ00";"   50803";"   44470";"       0";"   26760";"   15762";"     640";"   14657";"      29";"     436";"    1118";"     830";"    6333"
"298243";"T001038";"71800";"PV28  ";"2018JJ00";"   51779";"   45424";"       0";"   26967";"   16477";"     671";"   15343";"      35";"     428";"    1142";"     838";"    6355"
"298244";"T001038";"71800";"PV28  ";"2019JJ00";"   51575";"   45382";"       0";"   26911";"   16578";"     689";"   15388";"      40";"     461";"    1066";"     827";"    6193"
"298245";"T001038";"71800";"PV28  ";"2020JJ00";"   52182";"   45890";"       0";"   26911";"   17026";"     725";"   15804";"      30";"     467";"    1063";"     890";"    6292"
"298246";"T001038";"71800";"PV28  ";"2021JJ00";"   51893";"   46124";"       0";"   26948";"   17256";"     765";"   16010";"      36";"     445";"    1072";"     848";"    5769"
"298247";"T001038";"71800";"PV28  ";"2022JJ00";"   52289";"   46622";"       0";"   27122";"   17673";"     830";"   16346";"      37";"     460";"    1035";"     792";"    5667"
"298248";"T001038";"71800";"PV28  ";"2023JJ00";"   52986";"   47127";"       0";"   27195";"   18106";"     893";"   16719";"      36";"     458";"    1025";"     801";"    5859"
"298249";"T001038";"71800";"PV28  ";"2024JJ00";"   55012";"   48974";"       0";"   27824";"   19353";"    1004";"   17844";"      39";"     466";"    1013";"     784";"    6038"
"298250";"T001038";"71800";"PV29  ";"2000JJ00";"    5127";"    3753";"       0";"    2259";"    1189";"      82";"    1050";"       4";"      53";"     148";"     157";"    1374"
"298251";"T001038";"71800";"PV29  ";"2001JJ00";"    5170";"    3823";"       0";"    2328";"    1205";"      82";"    1072";"       5";"      46";"     137";"     153";"    1347"
"298252";"T001038";"71800";"PV29  ";"2002JJ00";"    5177";"    3873";"       0";"    2334";"    1209";"      82";"    1075";"       3";"      49";"     152";"     178";"    1304"
"298253";"T001038";"71800";"PV29  ";"2003JJ00";"    5109";"    3879";"       0";"    2336";"    1220";"      88";"    1088";"       2";"      42";"     144";"     179";"    1230"
"298254";"T001038";"71800";"PV29  ";"2004JJ00";"    5034";"    3847";"       0";"    2335";"    1222";"      85";"    1095";"       0";"      42";"     136";"     154";"    1187"
"298255";"T001038";"71800";"PV29  ";"2005JJ00";"    5075";"    3934";"       0";"    2404";"    1270";"      95";"    1124";"       0";"      51";"     116";"     144";"    1141"
"298256";"T001038";"71800";"PV29  ";"2006JJ00";"    5465";"    4359";"       0";"    2668";"    1386";"      96";"    1237";"       2";"      51";"     141";"     164";"    1106"
"298257";"T001038";"71800";"PV29  ";"2007JJ00";"    5752";"    4715";"       0";"    2913";"    1496";"      88";"    1355";"       0";"      53";"     153";"     153";"    1037"
"298258";"T001038";"71800";"PV29  ";"2008JJ00";"    6066";"    4991";"       0";"    3074";"    1608";"     103";"    1443";"       3";"      59";"     150";"     159";"    1075"
"298259";"T001038";"71800";"PV29  ";"2009JJ00";"    6327";"    5273";"       0";"    3226";"    1701";"     105";"    1524";"       3";"      69";"     164";"     182";"    1054"
"298260";"T001038";"71800";"PV29  ";"2010JJ00";"    6549";"    5465";"       0";"    3316";"    1803";"      89";"    1639";"       3";"      72";"     166";"     180";"    1084"
"298261";"T001038";"71800";"PV29  ";"2011JJ00";"    6515";"    5468";"       0";"    3273";"    1857";"      79";"    1698";"       2";"      78";"     178";"     160";"    1047"
"298262";"T001038";"71800";"PV29  ";"2012JJ00";"    6583";"    5554";"       0";"    3267";"    1966";"      86";"    1812";"       2";"      66";"     172";"     149";"    1029"
"298263";"T001038";"71800";"PV29  ";"2013JJ00";"    6627";"    5656";"       0";"    3291";"    2050";"      94";"    1889";"       2";"      65";"     160";"     155";"     971"
"298264";"T001038";"71800";"PV29  ";"2014JJ00";"    6570";"    5576";"       0";"    3262";"    2038";"      78";"    1898";"       3";"      59";"     152";"     124";"     994"
"298265";"T001038";"71800";"PV29  ";"2015JJ00";"    6691";"    5755";"       0";"    3380";"    2096";"      96";"    1940";"       3";"      57";"     139";"     140";"     936"
"298266";"T001038";"71800";"PV29  ";"2016JJ00";"    6827";"    5882";"       0";"    3453";"    2136";"      83";"    1992";"       2";"      59";"     150";"     143";"     945"
"298267";"T001038";"71800";"PV29  ";"2017JJ00";"    6884";"    5995";"       0";"    3481";"    2225";"      68";"    2090";"       6";"      61";"     151";"     138";"     889"
"298268";"T001038";"71800";"PV29  ";"2018JJ00";"    7045";"    6141";"       0";"    3532";"    2330";"      72";"    2194";"       6";"      58";"     153";"     126";"     904"
"298269";"T001038";"71800";"PV29  ";"2019JJ00";"    7091";"    6208";"       0";"    3555";"    2383";"      95";"    2226";"       5";"      57";"     143";"     127";"     883"
"298270";"T001038";"71800";"PV29  ";"2020JJ00";"    7239";"    6394";"       0";"    3601";"    2537";"      92";"    2380";"       3";"      62";"     142";"     114";"     845"
"298271";"T001038";"71800";"PV29  ";"2021JJ00";"    7344";"    6500";"       0";"    3620";"    2642";"      94";"    2488";"       1";"      59";"     133";"     105";"     844"
"298272";"T001038";"71800";"PV29  ";"2022JJ00";"    7363";"    6540";"       0";"    3619";"    2674";"     100";"    2522";"       1";"      51";"     131";"     116";"     823"
"298273";"T001038";"71800";"PV29  ";"2023JJ00";"    7495";"    6643";"       0";"    3618";"    2748";"     102";"    2588";"       2";"      56";"     150";"     127";"     852"
"298274";"T001038";"71800";"PV29  ";"2024JJ00";"    7767";"    6899";"       0";"    3743";"    2909";"     138";"    2707";"       1";"      63";"     138";"     109";"     868"
"298275";"T001038";"71800";"PV30  ";"2000JJ00";"   18534";"   12899";"       0";"    7985";"    3361";"     320";"    2822";"       8";"     211";"     605";"     948";"    5635"
"298276";"T001038";"71800";"PV30  ";"2001JJ00";"   18869";"   13324";"       0";"    8303";"    3465";"     294";"    2952";"       9";"     210";"     625";"     931";"    5545"
"298277";"T001038";"71800";"PV30  ";"2002JJ00";"   19143";"   13680";"       0";"    8529";"    3533";"     297";"    3040";"      14";"     182";"     608";"    1010";"    5463"
"298278";"T001038";"71800";"PV30  ";"2003JJ00";"   19304";"   13992";"       0";"    8769";"    3675";"     307";"    3151";"      18";"     199";"     622";"     926";"    5312"
"298279";"T001038";"71800";"PV30  ";"2004JJ00";"   19140";"   14198";"       0";"    8950";"    3734";"     318";"    3199";"      14";"     203";"     628";"     886";"    4942"
"298280";"T001038";"71800";"PV30  ";"2005JJ00";"   19551";"   14873";"       0";"    9327";"    4015";"     359";"    3441";"      14";"     201";"     630";"     901";"    4678"
"298281";"T001038";"71800";"PV30  ";"2006JJ00";"   21063";"   16405";"       0";"   10253";"    4573";"     368";"    3972";"      12";"     221";"     650";"     929";"    4658"
"298282";"T001038";"71800";"PV30  ";"2007JJ00";"   22658";"   17988";"       0";"   11278";"    5092";"     401";"    4448";"      10";"     233";"     659";"     959";"    4670"
"298283";"T001038";"71800";"PV30  ";"2008JJ00";"   24169";"   19474";"       0";"   12161";"    5625";"     423";"    4933";"      15";"     254";"     653";"    1035";"    4695"
"298284";"T001038";"71800";"PV30  ";"2009JJ00";"   26107";"   21311";"       0";"   13230";"    6270";"     443";"    5536";"      10";"     281";"     704";"    1107";"    4796"
"298285";"T001038";"71800";"PV30  ";"2010JJ00";"   27476";"   22476";"       0";"   13953";"    6656";"     442";"    5916";"      14";"     284";"     729";"    1138";"    5000"
"298286";"T001038";"71800";"PV30  ";"2011JJ00";"   28465";"   23473";"       0";"   14301";"    7124";"     380";"    6426";"      13";"     305";"     914";"    1134";"    4992"
"298287";"T001038";"71800";"PV30  ";"2012JJ00";"   29698";"   24852";"       0";"   15095";"    7712";"     398";"    6987";"      20";"     307";"     904";"    1141";"    4846"
"298288";"T001038";"71800";"PV30  ";"2013JJ00";"   30401";"   25788";"       0";"   15610";"    8095";"     422";"    7341";"      18";"     314";"     915";"    1168";"    4613"
"298289";"T001038";"71800";"PV30  ";"2014JJ00";"   31136";"   25674";"       0";"   15176";"    8432";"     426";"    7696";"      19";"     291";"     927";"    1139";"    5462"
"298290";"T001038";"71800";"PV30  ";"2015JJ00";"   32479";"   27427";"       0";"   16107";"    9270";"     446";"    8485";"      20";"     319";"     919";"    1131";"    5052"
"298291";"T001038";"71800";"PV30  ";"2016JJ00";"   33822";"   28804";"       0";"   16780";"    9917";"     486";"    9077";"      19";"     335";"     952";"    1155";"    5018"
"298292";"T001038";"71800";"PV30  ";"2017JJ00";"   35249";"   30710";"       0";"   17856";"   10844";"     499";"    9966";"      17";"     362";"     923";"    1087";"    4539"
"298293";"T001038";"71800";"PV30  ";"2018JJ00";"   36972";"   32054";"       0";"   18332";"   11647";"     515";"   10748";"      23";"     361";"     951";"    1124";"    4918"
"298294";"T001038";"71800";"PV30  ";"2019JJ00";"   38292";"   33156";"       0";"   19038";"   12097";"     513";"   11187";"      25";"     372";"     963";"    1058";"    5136"
"298295";"T001038";"71800";"PV30  ";"2020JJ00";"   39619";"   34443";"       0";"   19600";"   12858";"     566";"   11865";"      17";"     410";"     936";"    1049";"    5176"
"298296";"T001038";"71800";"PV30  ";"2021JJ00";"   40003";"   35123";"       0";"   19907";"   13274";"     593";"   12249";"      33";"     399";"     935";"    1007";"    4880"
"298297";"T001038";"71800";"PV30  ";"2022JJ00";"   41024";"   35974";"       0";"   20193";"   13923";"     619";"   12886";"      27";"     391";"     893";"     965";"    5050"
"298298";"T001038";"71800";"PV30  ";"2023JJ00";"   41939";"   36695";"       0";"   20280";"   14584";"     688";"   13475";"      30";"     391";"     861";"     970";"    5244"
"298299";"T001038";"71800";"PV30  ";"2024JJ00";"   43485";"   38110";"       0";"   20895";"   15330";"     720";"   14156";"      30";"     424";"     877";"    1008";"    5375"
"298300";"T001038";"71800";"PV31  ";"2000JJ00";"    9960";"    6740";"       0";"    4139";"    1635";"     205";"    1306";"       8";"     116";"     412";"     554";"    3220"
"298301";"T001038";"71800";"PV31  ";"2001JJ00";"   10102";"    6955";"       0";"    4270";"    1751";"     218";"    1414";"       6";"     113";"     390";"     544";"    3147"
"298302";"T001038";"71800";"PV31  ";"2002JJ00";"   10227";"    7113";"       0";"    4402";"    1813";"     197";"    1496";"       7";"     113";"     392";"     506";"    3114"
"298303";"T001038";"71800";"PV31  ";"2003JJ00";"   10390";"    7399";"       0";"    4540";"    1955";"     198";"    1638";"       7";"     112";"     387";"     517";"    2991"
"298304";"T001038";"71800";"PV31  ";"2004JJ00";"   10310";"    7485";"       0";"    4636";"    1976";"     209";"    1648";"       4";"     115";"     386";"     487";"    2825"
"298305";"T001038";"71800";"PV31  ";"2005JJ00";"   10676";"    7856";"       0";"    4926";"    2077";"     195";"    1743";"       7";"     132";"     390";"     463";"    2820"
"298306";"T001038";"71800";"PV31  ";"2006JJ00";"   11449";"    8583";"       0";"    5378";"    2332";"     194";"    2003";"       4";"     131";"     427";"     446";"    2866"
"298307";"T001038";"71800";"PV31  ";"2007JJ00";"   12361";"    9508";"       0";"    5982";"    2576";"     199";"    2220";"       5";"     152";"     470";"     480";"    2853"
"298308";"T001038";"71800";"PV31  ";"2008JJ00";"   13309";"   10437";"       0";"    6533";"    2883";"     231";"    2492";"       2";"     158";"     496";"     525";"    2872"
"298309";"T001038";"71800";"PV31  ";"2009JJ00";"   14283";"   11321";"       0";"    7081";"    3171";"     229";"    2777";"       2";"     163";"     530";"     539";"    2962"
"298310";"T001038";"71800";"PV31  ";"2010JJ00";"   15098";"   12063";"       0";"    7495";"    3448";"     234";"    3040";"       5";"     169";"     539";"     581";"    3035"
"298311";"T001038";"71800";"PV31  ";"2011JJ00";"   15467";"   12435";"       0";"    7643";"    3621";"     222";"    3197";"       5";"     197";"     621";"     550";"    3032"
"298312";"T001038";"71800";"PV31  ";"2012JJ00";"   15907";"   13031";"       0";"    7933";"    3949";"     229";"    3506";"      10";"     204";"     626";"     523";"    2876"
"298313";"T001038";"71800";"PV31  ";"2013JJ00";"   16319";"   13510";"       0";"    8225";"    4136";"     239";"    3681";"      11";"     205";"     626";"     523";"    2809"
"298314";"T001038";"71800";"PV31  ";"2014JJ00";"   16845";"   13832";"       0";"    8276";"    4444";"     245";"    3973";"       6";"     220";"     614";"     498";"    3013"
"298315";"T001038";"71800";"PV31  ";"2015JJ00";"   17375";"   14529";"       0";"    8651";"    4764";"     260";"    4275";"      12";"     217";"     631";"     483";"    2846"
"298316";"T001038";"71800";"PV31  ";"2016JJ00";"   18231";"   15397";"       0";"    9108";"    5133";"     258";"    4655";"      10";"     210";"     647";"     509";"    2834"
"298317";"T001038";"71800";"PV31  ";"2017JJ00";"   18905";"   16176";"       0";"    9643";"    5409";"     275";"    4915";"       9";"     210";"     642";"     482";"    2729"
"298318";"T001038";"71800";"PV31  ";"2018JJ00";"   19572";"   16681";"       0";"    9797";"    5785";"     277";"    5290";"      13";"     205";"     647";"     452";"    2891"
"298319";"T001038";"71800";"PV31  ";"2019JJ00";"   20174";"   17265";"       0";"   10079";"    6057";"     287";"    5578";"       7";"     185";"     665";"     464";"    2909"
"298320";"T001038";"71800";"PV31  ";"2020JJ00";"   20730";"   17781";"       0";"   10304";"    6354";"     298";"    5864";"       9";"     183";"     658";"     465";"    2949"
"298321";"T001038";"71800";"PV31  ";"2021JJ00";"   20690";"   18015";"       0";"   10385";"    6592";"     300";"    6062";"      16";"     214";"     617";"     421";"    2675"
"298322";"T001038";"71800";"PV31  ";"2022JJ00";"   21259";"   18653";"       0";"   10495";"    7070";"     341";"    6478";"      20";"     231";"     625";"     463";"    2606"
"298323";"T001038";"71800";"PV31  ";"2023JJ00";"   21909";"   19090";"       0";"   10634";"    7390";"     378";"    6739";"      24";"     249";"     602";"     464";"    2819"
"298324";"T001038";"71800";"PV31  ";"2024JJ00";"   22947";"   19872";"       0";"   10908";"    7900";"     400";"    7229";"      23";"     248";"     605";"     459";"    3075"
"314450";"T001038";"71900";"NL01  ";"2000JJ00";"   56406";"   31826";"       0";"   22713";"    5128";"     978";"    3898";"      33";"     219";"    1650";"    2335";"   24580"
"314451";"T001038";"71900";"NL01  ";"2001JJ00";"   57530";"   33184";"       0";"   23831";"    5267";"     949";"    4071";"      38";"     209";"    1758";"    2328";"   24346"
"314452";"T001038";"71900";"NL01  ";"2002JJ00";"   58200";"   34356";"       0";"   24842";"    5369";"     873";"    4279";"      31";"     186";"    1690";"    2455";"   23844"
"314453";"T001038";"71900";"NL01  ";"2003JJ00";"   59433";"   35634";"       0";"   25978";"    5675";"     855";"    4561";"      38";"     221";"    1704";"    2277";"   23799"
"314454";"T001038";"71900";"NL01  ";"2004JJ00";"   60967";"   37321";"       0";"   27207";"    6053";"     864";"    4921";"      37";"     231";"    1684";"    2377";"   23646"
"314455";"T001038";"71900";"NL01  ";"2005JJ00";"   63284";"   39516";"       0";"   28685";"    6647";"     976";"    5401";"      26";"     244";"    1762";"    2422";"   23768"
"314456";"T001038";"71900";"NL01  ";"2006JJ00";"   64398";"   40896";"       0";"   29942";"    6795";"     916";"    5615";"      25";"     239";"    1696";"    2463";"   23502"
"314457";"T001038";"71900";"NL01  ";"2007JJ00";"   65609";"   42615";"       0";"   31360";"    7063";"     871";"    5925";"      28";"     239";"    1673";"    2519";"   22994"
"314458";"T001038";"71900";"NL01  ";"2008JJ00";"   67331";"   44246";"       0";"   32694";"    7410";"     877";"    6246";"      27";"     260";"    1703";"    2439";"   23085"
"314459";"T001038";"71900";"NL01  ";"2009JJ00";"   67920";"   45441";"       0";"   33575";"    7684";"     845";"    6577";"      23";"     239";"    1735";"    2447";"   22479"
"314460";"T001038";"71900";"NL01  ";"2010JJ00";"   69901";"   47519";"       0";"   35080";"    8252";"     922";"    7080";"      28";"     222";"    1757";"    2430";"   22382"
"314461";"T001038";"71900";"NL01  ";"2011JJ00";"   76191";"   52512";"       0";"   38280";"    9267";"     753";"    8228";"      23";"     263";"    2345";"    2620";"   23679"
"314462";"T001038";"71900";"NL01  ";"2012JJ00";"   82293";"   58079";"       0";"   42383";"   10482";"     807";"    9336";"      19";"     320";"    2433";"    2781";"   24214"
"314463";"T001038";"71900";"NL01  ";"2013JJ00";"   86469";"   61971";"       0";"   45437";"   11203";"     872";"    9958";"      31";"     342";"    2507";"    2824";"   24498"
"314464";"T001038";"71900";"NL01  ";"2014JJ00";"   91773";"   63055";"       0";"   45674";"   11857";"     860";"   10581";"      38";"     378";"    2628";"    2896";"   28718"
"314465";"T001038";"71900";"NL01  ";"2015JJ00";"   96078";"   68174";"       0";"   49581";"   13036";"     855";"   11756";"      41";"     384";"    2728";"    2829";"   27904"
