"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalPersonenInHuishoudens_1";"TotaalInParticuliereHuishoudens_2";"ThuiswonendKind_3";"Alleenstaand_4";"TotaalSamenwonendePersonen_5";"PartnerInNietGehuwdPaarZonderKi_6";"PartnerInGehuwdPaarZonderKinderen_7";"PartnerInNietGehuwdPaarMetKinderen_8";"PartnerInGehuwdPaarMetKinderen_9";"OuderInEenouderhuishouden_10";"OverigLidHuishouden_11";"PersonenInInstitutioneleHuishoudens_12"
"253";"T001038";"10000";"PV25  ";"2003JJ00";" 1960422";" 1930386";"  581535";"  249357";" 1023733";"  110123";"  380166";"   46836";"  486608";"   42230";"   33531";"   30036"
"254";"T001038";"10000";"PV25  ";"2004JJ00";" 1966929";" 1936541";"  581523";"  254510";" 1024064";"  109186";"  382432";"   51038";"  481408";"   43256";"   33188";"   30388"
"255";"T001038";"10000";"PV25  ";"2005JJ00";" 1972010";" 1941520";"  580337";"  256231";" 1026058";"  110160";"  385380";"   55126";"  475392";"   44321";"   34573";"   30490"
"256";"T001038";"10000";"PV25  ";"2006JJ00";" 1975704";" 1946176";"  578097";"  263786";" 1026045";"  110131";"  388582";"   58980";"  468352";"   45349";"   32899";"   29528"
"257";"T001038";"10000";"PV25  ";"2007JJ00";" 1979059";" 1949781";"  575278";"  269198";" 1027264";"  110223";"  392740";"   63357";"  460944";"   45892";"   32149";"   29278"
"258";"T001038";"10000";"PV25  ";"2008JJ00";" 1983869";" 1954423";"  572314";"  273836";" 1029402";"  110732";"  397276";"   67710";"  453684";"   46737";"   32134";"   29446"
"259";"T001038";"10000";"PV25  ";"2009JJ00";" 1991062";" 1961638";"  570731";"  278686";" 1031897";"  111235";"  401988";"   71408";"  447266";"   47802";"   32522";"   29424"
"260";"T001038";"10000";"PV25  ";"2010JJ00";" 1998936";" 1969653";"  569634";"  285224";" 1033440";"  110620";"  405782";"   75032";"  442006";"   49083";"   32272";"   29283"
"261";"T001038";"10000";"PV25  ";"2011JJ00";" 2004671";" 1974030";"  567816";"  287847";" 1035679";"  111726";"  408548";"   79116";"  436289";"   50134";"   32554";"   30641"
"262";"T001038";"10000";"PV25  ";"2012JJ00";" 2010745";" 1980240";"  566823";"  294522";" 1035637";"  110624";"  411749";"   82088";"  431176";"   51837";"   31421";"   30505"
"263";"T001038";"10000";"PV25  ";"2013JJ00";" 2015791";" 1985982";"  564305";"  300712";" 1037310";"  112214";"  414988";"   84814";"  425294";"   53337";"   30318";"   29809"
"264";"T001038";"10000";"PV25  ";"2014JJ00";" 2019692";" 1986038";"  561299";"  301262";" 1038618";"  114880";"  417036";"   88108";"  418594";"   55030";"   29829";"   33654"
"265";"T001038";"10000";"PV25  ";"2015JJ00";" 2026578";" 1993288";"  557836";"  308595";" 1040490";"  116326";"  420264";"   91842";"  412058";"   55839";"   30528";"   33290"
"266";"T001038";"10000";"PV25  ";"2016JJ00";" 2035351";" 1999953";"  557526";"  313798";" 1041400";"  117420";"  422366";"   94116";"  407498";"   57079";"   30150";"   35398"
"267";"T001038";"10000";"PV25  ";"2017JJ00";" 2047901";" 2014894";"  558305";"  322025";" 1045802";"  118732";"  425212";"   97394";"  404464";"   57345";"   31417";"   33007"
"268";"T001038";"10000";"PV25  ";"2018JJ00";" 2060103";" 2026006";"  559720";"  326333";" 1050612";"  121674";"  428188";"   99014";"  401736";"   58676";"   30665";"   34097"
"269";"T001038";"10000";"PV25  ";"2019JJ00";" 2071972";" 2038243";"  561182";"  332015";" 1055021";"  124924";"  430078";"  100051";"  399968";"   59780";"   30245";"   33729"
"270";"T001038";"10000";"PV25  ";"2020JJ00";" 2085952";" 2049687";"  562098";"  336948";" 1059868";"  127886";"  432164";"  101340";"  398478";"   60567";"   30206";"   36265"
"271";"T001038";"10000";"PV25  ";"2021JJ00";" 2096603";" 2060552";"  562549";"  339755";" 1066448";"  133778";"  432620";"  103966";"  396084";"   61195";"   30605";"   36051"
"272";"T001038";"10000";"PV25  ";"2022JJ00";" 2110472";" 2073556";"  562766";"  346983";" 1071838";"  136632";"  435284";"  105728";"  394194";"   61323";"   30646";"   36916"
"273";"T001038";"10000";"PV25  ";"2023JJ00";" 2133708";" 2095756";"  568241";"  356591";" 1075968";"  137160";"  435584";"  106446";"  396778";"   63222";"   31734";"   37952"
"274";"T001038";"10000";"PV25  ";"2024JJ00";" 2149071";" 2108998";"  565917";"  365500";" 1081112";"  140530";"  439412";"  106092";"  395078";"   63990";"   32479";"   40073"
"275";"T001038";"10000";"PV26  ";"2000JJ00";" 1107849";" 1091422";"  318583";"  170084";"  560749";"   75158";"  195966";"   23779";"  265846";"   24639";"   17367";"   16427"
"276";"T001038";"10000";"PV26  ";"2001JJ00";" 1117997";" 1102309";"  321491";"  173121";"  564266";"   75396";"  197246";"   25994";"  265630";"   25332";"   18099";"   15688"
"277";"T001038";"10000";"PV26  ";"2002JJ00";" 1139925";" 1123907";"  328776";"  176482";"  573885";"   77087";"  199312";"   29388";"  268098";"   26495";"   18269";"   16018"
"278";"T001038";"10000";"PV26  ";"2003JJ00";" 1152218";" 1136351";"  331621";"  180146";"  578254";"   77206";"  201590";"   32316";"  267142";"   27237";"   19093";"   15867"
"279";"T001038";"10000";"PV26  ";"2004JJ00";" 1162258";" 1146127";"  334405";"  183576";"  581204";"   76476";"  203458";"   35006";"  266264";"   28024";"   18918";"   16131"
"280";"T001038";"10000";"PV26  ";"2005JJ00";" 1171291";" 1155281";"  336358";"  186719";"  584295";"   76883";"  204530";"   37828";"  265054";"   28829";"   19080";"   16010"
"281";"T001038";"10000";"PV26  ";"2006JJ00";" 1180039";" 1164422";"  337376";"  191293";"  586721";"   76585";"  206392";"   40740";"  263004";"   29388";"   19644";"   15617"
"282";"T001038";"10000";"PV26  ";"2007JJ00";" 1190604";" 1175118";"  338465";"  196716";"  590275";"   77449";"  208034";"   43314";"  261478";"   29964";"   19698";"   15486"
"283";"T001038";"10000";"PV26  ";"2008JJ00";" 1201350";" 1186033";"  340294";"  200126";"  595029";"   78837";"  209966";"   46300";"  259926";"   30516";"   20068";"   15317"
"284";"T001038";"10000";"PV26  ";"2009JJ00";" 1210869";" 1195640";"  342441";"  202862";"  598753";"   79357";"  211828";"   49162";"  258406";"   31203";"   20381";"   15229"
"285";"T001038";"10000";"PV26  ";"2010JJ00";" 1220910";" 1205915";"  344124";"  206875";"  602499";"   79769";"  214242";"   51800";"  256688";"   31969";"   20448";"   14995"
"286";"T001038";"10000";"PV26  ";"2011JJ00";" 1228794";" 1213470";"  347296";"  208949";"  605784";"   79725";"  214648";"   54846";"  256565";"   32758";"   18683";"   15324"
"287";"T001038";"10000";"PV26  ";"2012JJ00";" 1237117";" 1221665";"  349905";"  211577";"  607749";"   79498";"  215529";"   56936";"  255786";"   33875";"   18559";"   15452"
"288";"T001038";"10000";"PV26  ";"2013JJ00";" 1245294";" 1229915";"  351388";"  214209";"  611592";"   80876";"  216518";"   59404";"  254794";"   34670";"   18056";"   15379"
"289";"T001038";"10000";"PV26  ";"2014JJ00";" 1253672";" 1236025";"  352116";"  215150";"  615216";"   82544";"  218168";"   61966";"  252538";"   35498";"   18045";"   17647"
"290";"T001038";"10000";"PV26  ";"2015JJ00";" 1263572";" 1245573";"  353125";"  219633";"  618262";"   83926";"  219284";"   64188";"  250864";"   36076";"   18477";"   17999"
"291";"T001038";"10000";"PV26  ";"2016JJ00";" 1273613";" 1255238";"  355543";"  221540";"  622294";"   85814";"  220382";"   66350";"  249748";"   36938";"   18923";"   18375"
"292";"T001038";"10000";"PV26  ";"2017JJ00";" 1284504";" 1267059";"  358604";"  225319";"  626500";"   86982";"  221394";"   68534";"  249590";"   37329";"   19307";"   17445"
"293";"T001038";"10000";"PV26  ";"2018JJ00";" 1295484";" 1277691";"  361932";"  226833";"  632174";"   90316";"  222278";"   69874";"  249706";"   38156";"   18596";"   17793"
"294";"T001038";"10000";"PV26  ";"2019JJ00";" 1342158";" 1323956";"  376138";"  233728";"  655495";"   94395";"  230413";"   72493";"  258194";"   39876";"   18719";"   18202"
"295";"T001038";"10000";"PV26  ";"2020JJ00";" 1354834";" 1336448";"  379453";"  235308";"  662410";"   97744";"  231642";"   73688";"  259336";"   40587";"   18690";"   18386"
"296";"T001038";"10000";"PV26  ";"2021JJ00";" 1361153";" 1342988";"  379334";"  235650";"  667940";"  103238";"  231746";"   75212";"  257744";"   40893";"   19171";"   18165"
"297";"T001038";"10000";"PV26  ";"2022JJ00";" 1369873";" 1351174";"  379838";"  239717";"  671328";"  105388";"  232844";"   76456";"  256640";"   41243";"   19048";"   18699"
"298";"T001038";"10000";"PV26  ";"2023JJ00";" 1387643";" 1368086";"  383238";"  247011";"  675936";"  105906";"  234090";"   77082";"  258858";"   42314";"   19587";"   19557"
"299";"T001038";"10000";"PV26  ";"2024JJ00";" 1400057";" 1379710";"  381697";"  255106";"  679408";"  107032";"  236904";"   76932";"  258540";"   42758";"   20741";"   20347"
"300";"T001038";"10000";"PV27  ";"2000JJ00";" 2518347";" 2485838";"  677995";"  465946";" 1221544";"  182024";"  439898";"   65932";"  533690";"   78716";"   41637";"   32509"
"301";"T001038";"10000";"PV27  ";"2001JJ00";" 2534599";" 2502925";"  685253";"  470231";" 1224098";"  180122";"  441192";"   71074";"  531710";"   80780";"   42563";"   31674"
"302";"T001038";"10000";"PV27  ";"2002JJ00";" 2559477";" 2528190";"  695060";"  475537";" 1229756";"  179611";"  443016";"   76807";"  530322";"   83913";"   43924";"   31287"
"303";"T001038";"10000";"PV27  ";"2003JJ00";" 2573120";" 2541880";"  698144";"  480054";" 1233214";"  179497";"  446666";"   82297";"  524754";"   86220";"   44248";"   31240"
"304";"T001038";"10000";"PV27  ";"2004JJ00";" 2587265";" 2555440";"  701921";"  485474";" 1235498";"  176670";"  449074";"   88386";"  521368";"   87703";"   44844";"   31825"
"305";"T001038";"10000";"PV27  ";"2005JJ00";" 2599103";" 2567297";"  704337";"  489054";" 1239180";"  177366";"  450600";"   94422";"  516792";"   89140";"   45586";"   31806"
"306";"T001038";"10000";"PV27  ";"2006JJ00";" 2606584";" 2576345";"  704077";"  498810";" 1238183";"  175744";"  452544";"   99193";"  510702";"   90375";"   44900";"   30239"
"307";"T001038";"10000";"PV27  ";"2007JJ00";" 2613070";" 2583357";"  703915";"  502782";" 1240469";"  176579";"  454152";"  104576";"  505162";"   91105";"   45086";"   29713"
"308";"T001038";"10000";"PV27  ";"2008JJ00";" 2626163";" 2596384";"  704534";"  506839";" 1246247";"  179759";"  456548";"  110874";"  499066";"   92052";"   46712";"   29779"
"309";"T001038";"10000";"PV27  ";"2009JJ00";" 2646445";" 2616860";"  707354";"  514278";" 1252635";"  182563";"  458830";"  115772";"  495470";"   93728";"   48865";"   29585"
"310";"T001038";"10000";"PV27  ";"2010JJ00";" 2669084";" 2639134";"  712715";"  521601";" 1259424";"  182734";"  461428";"  121098";"  494164";"   95532";"   49862";"   29950"
"311";"T001038";"10000";"PV27  ";"2011JJ00";" 2691477";" 2659584";"  717746";"  526919";" 1272339";"  188675";"  462906";"  128026";"  492732";"   97360";"   45220";"   31893"
"312";"T001038";"10000";"PV27  ";"2012JJ00";" 2709822";" 2678084";"  722541";"  534276";" 1276319";"  189377";"  463490";"  131764";"  491688";"   99726";"   45222";"   31738"
"313";"T001038";"10000";"PV27  ";"2013JJ00";" 2724300";" 2692831";"  725026";"  539399";" 1281477";"  192823";"  463618";"  136114";"  488922";"  101433";"   45496";"   31469"
"314";"T001038";"10000";"PV27  ";"2014JJ00";" 2741369";" 2705683";"  726671";"  541634";" 1288752";"  198234";"  464796";"  140902";"  484820";"  103431";"   45195";"   35686"
"315";"T001038";"10000";"PV27  ";"2015JJ00";" 2761929";" 2728259";"  728908";"  553840";" 1293791";"  200587";"  466698";"  145988";"  480518";"  105021";"   46699";"   33670"
"316";"T001038";"10000";"PV27  ";"2016JJ00";" 2784854";" 2750290";"  733587";"  561788";" 1300549";"  205664";"  466008";"  149985";"  478892";"  106981";"   47385";"   34564"
"317";"T001038";"10000";"PV27  ";"2017JJ00";" 2809483";" 2774808";"  739163";"  570691";" 1309046";"  209236";"  466614";"  154256";"  478940";"  107643";"   48265";"   34675"
"318";"T001038";"10000";"PV27  ";"2018JJ00";" 2831182";" 2796077";"  744897";"  574639";" 1319684";"  215036";"  467664";"  157400";"  479584";"  109286";"   47571";"   35105"
"319";"T001038";"10000";"PV27  ";"2019JJ00";" 2853359";" 2818014";"  750856";"  578977";" 1329334";"  219805";"  468885";"  159220";"  481424";"  110715";"   48132";"   35345"
"320";"T001038";"10000";"PV27  ";"2020JJ00";" 2879527";" 2842412";"  755791";"  584676";" 1342594";"  227550";"  471118";"  160428";"  483498";"  111917";"   47434";"   37115"
"321";"T001038";"10000";"PV27  ";"2021JJ00";" 2888486";" 2851436";"  754397";"  585263";" 1352282";"  239066";"  469638";"  163116";"  480462";"  112061";"   47433";"   37050"
"322";"T001038";"10000";"PV27  ";"2022JJ00";" 2909827";" 2872461";"  754485";"  600586";" 1358292";"  244755";"  470294";"  165645";"  477598";"  112539";"   46559";"   37366"
"323";"T001038";"10000";"PV27  ";"2023JJ00";" 2952622";" 2913480";"  761776";"  620325";" 1369212";"  248434";"  472790";"  166636";"  481352";"  114918";"   47249";"   39142"
"324";"T001038";"10000";"PV27  ";"2024JJ00";" 2976487";" 2935983";"  759644";"  631670";" 1377446";"  253702";"  476510";"  165290";"  481944";"  115819";"   51404";"   40504"
"325";"T001038";"10000";"PV28  ";"2000JJ00";" 3397744";" 3354349";"  963371";"  548232";" 1691001";"  207476";"  630736";"   70641";"  782148";"   96871";"   54874";"   43395"
"326";"T001038";"10000";"PV28  ";"2001JJ00";" 3420699";" 3378418";"  970986";"  554980";" 1694992";"  208797";"  631586";"   76603";"  778006";"  100584";"   56876";"   42281"
"327";"T001038";"10000";"PV28  ";"2002JJ00";" 3423780";" 3382514";"  972031";"  560799";" 1685742";"  209964";"  626676";"   83368";"  765734";"  104402";"   59540";"   41266"
"328";"T001038";"10000";"PV28  ";"2003JJ00";" 3439982";" 3399236";"  975459";"  568463";" 1687217";"  210662";"  629030";"   89467";"  758058";"  107939";"   60158";"   40746"
"329";"T001038";"10000";"PV28  ";"2004JJ00";" 3451942";" 3411212";"  975909";"  574484";" 1688913";"  209077";"  632328";"   96460";"  751048";"  109906";"   62000";"   40730"
"330";"T001038";"10000";"PV28  ";"2005JJ00";" 3458381";" 3418309";"  976827";"  576712";" 1690610";"  210788";"  632640";"  102860";"  744322";"  112278";"   61882";"   40072"
"331";"T001038";"10000";"PV28  ";"2006JJ00";" 3458875";" 3419228";"  973971";"  583883";" 1684353";"  207613";"  633326";"  108198";"  735216";"  113945";"   63076";"   39647"
"332";"T001038";"10000";"PV28  ";"2007JJ00";" 3455097";" 3415450";"  969619";"  586093";" 1681651";"  206627";"  636112";"  113900";"  725012";"  115311";"   62776";"   39647"
"333";"T001038";"10000";"PV28  ";"2008JJ00";" 3461435";" 3421944";"  966852";"  590904";" 1683591";"  208373";"  638260";"  120906";"  716052";"  116502";"   64095";"   39491"
"334";"T001038";"10000";"PV28  ";"2009JJ00";" 3481558";" 3441595";"  967057";"  602194";" 1687199";"  209537";"  641572";"  127332";"  708758";"  118688";"   66457";"   39963"
"335";"T001038";"10000";"PV28  ";"2010JJ00";" 3505611";" 3464956";"  970397";"  611924";" 1693653";"  210517";"  645880";"  133460";"  703796";"  121404";"   67578";"   40655"
"336";"T001038";"10000";"PV28  ";"2011JJ00";" 3528324";" 3485368";"  972366";"  621513";" 1710030";"  218236";"  650352";"  141657";"  699785";"  123574";"   57885";"   42956"
"337";"T001038";"10000";"PV28  ";"2012JJ00";" 3552407";" 3510027";"  977351";"  634591";" 1712917";"  216649";"  652794";"  145634";"  697840";"  126799";"   58369";"   42380"
"338";"T001038";"10000";"PV28  ";"2013JJ00";" 3563935";" 3522581";"  979178";"  640604";" 1716099";"  218508";"  653533";"  150890";"  693168";"  129106";"   57594";"   41354"
"339";"T001038";"10000";"PV28  ";"2014JJ00";" 3577032";" 3529088";"  982729";"  636665";" 1720130";"  221874";"  654140";"  155628";"  688488";"  132648";"   56916";"   47944"
"340";"T001038";"10000";"PV28  ";"2015JJ00";" 3600011";" 3554358";"  987174";"  651415";" 1722580";"  222102";"  655240";"  161614";"  683624";"  135262";"   57927";"   45653"
"341";"T001038";"10000";"PV28  ";"2016JJ00";" 3622303";" 3575189";"  992054";"  659249";" 1727425";"  226796";"  655498";"  165053";"  680078";"  138131";"   58330";"   47114"
"342";"T001038";"10000";"PV28  ";"2017JJ00";" 3650222";" 3603110";"  999792";"  667800";" 1735572";"  230200";"  655562";"  171024";"  678786";"  139354";"   60592";"   47112"
"343";"T001038";"10000";"PV28  ";"2018JJ00";" 3681044";" 3633434";" 1008325";"  676480";" 1745884";"  236046";"  656942";"  174024";"  678872";"  141917";"   60828";"   47610"
"344";"T001038";"10000";"PV28  ";"2019JJ00";" 3673893";" 3625993";" 1005360";"  680142";" 1736411";"  239573";"  649800";"  175608";"  671430";"  142968";"   61112";"   47900"
"345";"T001038";"10000";"PV28  ";"2020JJ00";" 3708696";" 3659255";" 1013804";"  691263";" 1747194";"  244340";"  650810";"  179054";"  672990";"  144643";"   62351";"   49441"
"346";"T001038";"10000";"PV28  ";"2021JJ00";" 3726050";" 3677168";" 1015165";"  693442";" 1759006";"  258432";"  648408";"  184010";"  668156";"  145612";"   63943";"   48882"
"347";"T001038";"10000";"PV28  ";"2022JJ00";" 3753944";" 3704026";" 1016741";"  710917";" 1765904";"  264548";"  648764";"  187546";"  665046";"  146271";"   64193";"   49918"
"348";"T001038";"10000";"PV28  ";"2023JJ00";" 3804906";" 3751244";" 1027326";"  732348";" 1775942";"  267288";"  649076";"  189704";"  669874";"  149075";"   66553";"   53662"
"349";"T001038";"10000";"PV28  ";"2024JJ00";" 3840460";" 3783551";" 1029995";"  746987";" 1785606";"  272104";"  652290";"  190448";"  670764";"  151037";"   69926";"   56909"
"350";"T001038";"10000";"PV29  ";"2000JJ00";"  371866";"  365922";"  106171";"   45790";"  202590";"   18872";"   85698";"    6426";"   91594";"    7383";"    3988";"    5944"
"351";"T001038";"10000";"PV29  ";"2001JJ00";"  374920";"  368925";"  106717";"   46885";"  203583";"   19061";"   86434";"    7090";"   90998";"    7592";"    4148";"    5995"
"352";"T001038";"10000";"PV29  ";"2002JJ00";"  377235";"  371419";"  107195";"   47821";"  204252";"   19342";"   86984";"    7922";"   90004";"    7894";"    4257";"    5816"
